City,FamilyIncome,HouseAge,AveRooms,AveBedrms,NumMembers,AveOccup,Latitude,Longitude,Price
Mumbai,4650000.0,7,2,1,5,4.9,19.076,72.8777,416000.0
Kolkata,449000.0,26,3,1,7,3.3,22.5726,88.3639,24000.0
Mumbai,1305000.0,23,4,2,3,2.1,19.076,72.8777,80000.0
Delhi,967000.0,2,1,1,5,3.9,28.7041,77.1025,82000.0
Ahmedabad,1439000.0,13,5,1,8,2.2,23.0225,72.5714,106000.0
Mumbai,628000.0,26,2,1,9,4.7,19.076,72.8777,62000.0
Chennai,4088000.0,14,2,1,8,2.5,13.0827,80.2707,323000.0
Pune,1957000.0,1,2,1,5,4.0,18.5204,73.8567,60000.0
Pune,1132000.0,35,5,1,5,2.2,18.5204,73.8567,57000.0
Kolkata,2900000.0,38,1,1,2,4.7,22.5726,88.3639,272000.0
Ahmedabad,3345000.0,32,5,4,4,2.2,23.0225,72.5714,114000.0
Chennai,838000.0,11,4,3,8,2.3,13.0827,80.2707,66000.0
Bangalore,533000.0,29,1,1,7,3.8,12.9716,77.5946,29000.0
Pune,2617000.0,5,4,3,4,2.7,18.5204,73.8567,198000.0
Jaipur,242000.0,4,1,1,8,3.4,26.9124,75.7873,17000.0
Pune,1151000.0,36,5,2,3,3.4,18.5204,73.8567,73000.0
Bangalore,1758000.0,14,1,1,7,1.5,12.9716,77.5946,113000.0
Lucknow,3600000.0,48,5,4,2,3.5,26.8467,80.9462,332000.0
Kolkata,885000.0,44,4,2,6,1.6,22.5726,88.3639,68000.0
Jaipur,4935000.0,37,1,1,9,3.8,26.9124,75.7873,493000.0
Pune,2183000.0,45,4,3,5,1.6,18.5204,73.8567,106000.0
Delhi,2907000.0,21,4,3,1,1.8,28.7041,77.1025,284000.0
Jaipur,4980000.0,12,1,1,5,2.9,26.9124,75.7873,475000.0
Ahmedabad,3188000.0,29,2,1,4,4.2,23.0225,72.5714,129000.0
Ahmedabad,3998000.0,43,5,2,8,4.1,23.0225,72.5714,334000.0
Hyderabad,4198000.0,27,1,1,4,1.9,17.385,78.4867,282000.0
Hyderabad,1938000.0,18,1,1,9,2.1,17.385,78.4867,86000.0
Bangalore,3813000.0,38,3,2,7,1.0,12.9716,77.5946,138000.0
Kolkata,1558000.0,4,3,2,6,2.6,22.5726,88.3639,93000.0
Lucknow,708000.0,26,1,1,9,3.8,26.8467,80.9462,37000.0
Mumbai,274000.0,39,3,1,7,2.0,19.076,72.8777,12000.0
Jaipur,4319000.0,29,1,1,8,4.4,26.9124,75.7873,275000.0
Lucknow,1614000.0,10,1,1,3,3.4,26.8467,80.9462,112000.0
Ahmedabad,4811000.0,45,2,1,7,2.1,23.0225,72.5714,446000.0
Lucknow,1040000.0,33,4,3,5,1.4,26.8467,80.9462,36000.0
Pune,4626000.0,44,1,1,8,3.0,18.5204,73.8567,360000.0
Mumbai,1960000.0,3,4,1,8,4.8,19.076,72.8777,170000.0
Delhi,688000.0,13,2,1,8,2.3,28.7041,77.1025,42000.0
Lucknow,3290000.0,8,3,2,3,2.4,26.8467,80.9462,167000.0
Kolkata,3323000.0,11,2,1,1,1.6,22.5726,88.3639,107000.0
Mumbai,1401000.0,47,1,1,2,4.9,19.076,72.8777,98000.0
Lucknow,3725000.0,15,1,1,6,1.0,26.8467,80.9462,192000.0
Chennai,4083000.0,1,4,1,4,3.0,13.0827,80.2707,141000.0
Jaipur,658000.0,26,3,1,4,1.7,26.9124,75.7873,28000.0
Mumbai,4704000.0,24,4,2,7,1.0,19.076,72.8777,145000.0
Lucknow,1903000.0,32,3,1,4,3.8,26.8467,80.9462,179000.0
Kolkata,3415000.0,6,2,1,3,2.5,22.5726,88.3639,272000.0
Chennai,3499000.0,20,2,1,2,2.9,13.0827,80.2707,335000.0
Lucknow,1988000.0,7,3,1,5,1.4,26.8467,80.9462,126000.0
Pune,2782000.0,19,5,3,7,3.3,18.5204,73.8567,105000.0
Pune,2318000.0,47,4,2,6,4.1,18.5204,73.8567,136000.0
Hyderabad,3556000.0,43,5,1,5,4.9,17.385,78.4867,182000.0
Pune,1067000.0,30,1,1,3,1.6,18.5204,73.8567,98000.0
Bangalore,4617000.0,10,4,2,1,2.0,12.9716,77.5946,218000.0
Hyderabad,2018000.0,24,3,1,9,2.6,17.385,78.4867,199000.0
Bangalore,4417000.0,39,4,1,3,4.3,12.9716,77.5946,413000.0
Bangalore,2238000.0,26,5,4,2,2.2,12.9716,77.5946,162000.0
Mumbai,2953000.0,2,4,2,8,4.2,19.076,72.8777,125000.0
Bangalore,3522000.0,29,5,2,5,3.4,12.9716,77.5946,118000.0
Chennai,3384000.0,19,2,1,8,2.8,13.0827,80.2707,214000.0
Mumbai,2880000.0,7,5,4,9,1.0,19.076,72.8777,256000.0
Bangalore,338000.0,32,4,1,1,2.5,12.9716,77.5946,19000.0
Hyderabad,3599000.0,21,2,1,9,3.8,17.385,78.4867,157000.0
Ahmedabad,2467000.0,42,2,1,4,2.3,23.0225,72.5714,231000.0
Lucknow,4322000.0,1,4,1,4,1.0,26.8467,80.9462,233000.0
Pune,3857000.0,13,1,1,6,2.7,18.5204,73.8567,290000.0
Bangalore,3722000.0,38,3,2,8,4.2,12.9716,77.5946,133000.0
Ahmedabad,4564000.0,18,5,4,3,3.2,23.0225,72.5714,322000.0
Chennai,2239000.0,46,3,1,8,1.8,13.0827,80.2707,87000.0
Chennai,4822000.0,34,3,2,9,1.2,13.0827,80.2707,255000.0
Lucknow,3802000.0,42,3,2,8,3.3,26.8467,80.9462,300000.0
Mumbai,562000.0,46,1,1,9,2.9,19.076,72.8777,24000.0
Jaipur,1249000.0,14,5,4,1,1.6,26.9124,75.7873,82000.0
Hyderabad,380000.0,10,3,1,8,2.5,17.385,78.4867,36000.0
Chennai,4741000.0,7,4,1,8,3.0,13.0827,80.2707,203000.0
Jaipur,4832000.0,5,4,2,9,3.0,26.9124,75.7873,175000.0
Ahmedabad,2442000.0,22,1,1,1,3.7,23.0225,72.5714,103000.0
Jaipur,4116000.0,36,3,1,6,2.9,26.9124,75.7873,139000.0
Lucknow,3527000.0,7,1,1,1,4.3,26.8467,80.9462,294000.0
Hyderabad,2445000.0,39,3,2,8,2.0,17.385,78.4867,243000.0
Delhi,3322000.0,14,3,1,7,2.4,28.7041,77.1025,121000.0
Jaipur,4321000.0,26,4,3,4,2.9,26.9124,75.7873,370000.0
Kolkata,1815000.0,30,3,2,6,4.6,22.5726,88.3639,114000.0
Mumbai,928000.0,33,3,1,1,1.2,19.076,72.8777,71000.0
Delhi,2280000.0,24,1,1,6,2.1,28.7041,77.1025,171000.0
Hyderabad,1205000.0,2,4,2,9,4.6,17.385,78.4867,47000.0
Chennai,378000.0,12,5,1,3,3.0,13.0827,80.2707,32000.0
Kolkata,3514000.0,5,3,2,6,2.5,22.5726,88.3639,118000.0
Ahmedabad,2541000.0,26,2,1,9,2.4,23.0225,72.5714,109000.0
Hyderabad,3271000.0,5,5,4,2,4.4,17.385,78.4867,286000.0
Mumbai,676000.0,49,3,2,4,2.3,19.076,72.8777,59000.0
Lucknow,3759000.0,48,2,1,4,4.3,26.8467,80.9462,197000.0
Jaipur,2882000.0,48,2,1,7,1.6,26.9124,75.7873,238000.0
Mumbai,1244000.0,4,3,1,8,2.0,19.076,72.8777,71000.0
Mumbai,1834000.0,4,1,1,9,3.0,19.076,72.8777,150000.0
Chennai,3312000.0,17,1,1,5,2.1,13.0827,80.2707,269000.0
Delhi,3900000.0,49,2,1,4,4.6,28.7041,77.1025,122000.0
Kolkata,3397000.0,49,1,1,5,2.9,22.5726,88.3639,184000.0
Pune,1603000.0,8,4,3,8,2.1,18.5204,73.8567,78000.0
Delhi,4365000.0,15,3,1,5,3.0,28.7041,77.1025,370000.0
Delhi,3342000.0,48,5,2,7,4.3,28.7041,77.1025,121000.0
Delhi,4750000.0,5,3,1,7,4.6,28.7041,77.1025,273000.0
Hyderabad,4474000.0,22,1,1,6,3.1,17.385,78.4867,272000.0
Mumbai,3376000.0,45,2,1,8,4.9,19.076,72.8777,237000.0
Delhi,2448000.0,9,3,1,2,2.6,28.7041,77.1025,186000.0
Jaipur,1808000.0,28,3,1,7,2.5,26.9124,75.7873,65000.0
Bangalore,3447000.0,28,2,1,6,3.4,12.9716,77.5946,200000.0
Bangalore,654000.0,6,4,3,8,4.4,12.9716,77.5946,22000.0
Hyderabad,278000.0,36,2,1,2,3.9,17.385,78.4867,19000.0
Ahmedabad,2777000.0,31,5,2,1,3.5,23.0225,72.5714,216000.0
Jaipur,484000.0,11,2,1,6,3.6,26.9124,75.7873,30000.0
Pune,1487000.0,16,5,2,4,2.2,18.5204,73.8567,137000.0
Bangalore,1548000.0,43,4,1,4,4.2,12.9716,77.5946,90000.0
Chennai,1764000.0,17,5,2,8,4.6,13.0827,80.2707,132000.0
Ahmedabad,2974000.0,21,2,1,9,1.8,23.0225,72.5714,245000.0
Ahmedabad,325000.0,9,3,1,4,1.1,23.0225,72.5714,20000.0
Hyderabad,1928000.0,9,5,4,4,2.1,17.385,78.4867,168000.0
Delhi,3501000.0,20,4,3,1,4.7,28.7041,77.1025,237000.0
Jaipur,2211000.0,29,3,1,1,4.4,26.9124,75.7873,113000.0
Chennai,3036000.0,40,4,1,3,4.1,13.0827,80.2707,263000.0
Jaipur,2348000.0,38,1,1,3,3.2,26.9124,75.7873,233000.0
Delhi,735000.0,33,3,1,1,1.9,28.7041,77.1025,50000.0
Lucknow,2321000.0,43,5,4,1,1.0,26.8467,80.9462,229000.0
Mumbai,2731000.0,35,1,1,1,4.6,19.076,72.8777,250000.0
Jaipur,4880000.0,29,2,1,8,1.8,26.9124,75.7873,164000.0
Lucknow,1765000.0,20,5,3,2,2.0,26.8467,80.9462,164000.0
Delhi,3483000.0,9,1,1,1,2.5,28.7041,77.1025,343000.0
Hyderabad,4827000.0,16,2,1,8,1.1,17.385,78.4867,357000.0
Mumbai,3658000.0,6,4,3,7,3.2,19.076,72.8777,295000.0
Pune,998000.0,23,3,2,8,1.5,18.5204,73.8567,85000.0
Chennai,3328000.0,13,5,3,1,1.8,13.0827,80.2707,275000.0
Delhi,2308000.0,3,4,2,1,2.5,28.7041,77.1025,129000.0
Lucknow,2211000.0,47,1,1,8,4.0,26.8467,80.9462,71000.0
Jaipur,1959000.0,1,4,2,5,2.3,26.9124,75.7873,129000.0
Hyderabad,3361000.0,23,1,1,1,4.4,17.385,78.4867,317000.0
Bangalore,2776000.0,2,4,3,8,1.3,12.9716,77.5946,94000.0
Kolkata,286000.0,27,2,1,1,5.0,22.5726,88.3639,20000.0
Pune,2693000.0,32,3,2,4,4.6,18.5204,73.8567,104000.0
Chennai,3917000.0,40,1,1,2,3.0,13.0827,80.2707,321000.0
Ahmedabad,336000.0,43,2,1,9,3.5,23.0225,72.5714,16000.0
Lucknow,786000.0,27,1,1,4,4.0,26.8467,80.9462,51000.0
Jaipur,3761000.0,29,2,1,1,2.5,26.9124,75.7873,311000.0
Bangalore,997000.0,40,3,1,6,3.7,12.9716,77.5946,87000.0
Bangalore,3111000.0,38,1,1,2,4.1,12.9716,77.5946,237000.0
Chennai,4198000.0,30,4,3,7,4.6,13.0827,80.2707,159000.0
Bangalore,4225000.0,46,4,1,7,2.2,12.9716,77.5946,371000.0
Mumbai,4046000.0,44,4,3,8,2.6,19.076,72.8777,168000.0
Jaipur,4095000.0,1,5,3,3,2.0,26.9124,75.7873,406000.0
Pune,4524000.0,43,1,1,4,4.0,18.5204,73.8567,158000.0
Pune,1648000.0,32,3,2,7,3.9,18.5204,73.8567,94000.0
Jaipur,1730000.0,31,4,2,1,2.3,26.9124,75.7873,102000.0
Hyderabad,4177000.0,21,1,1,9,2.8,17.385,78.4867,281000.0
Ahmedabad,4230000.0,23,4,2,7,4.3,23.0225,72.5714,216000.0
Kolkata,1240000.0,29,3,2,9,1.6,22.5726,88.3639,68000.0
Delhi,3380000.0,49,2,1,9,2.8,28.7041,77.1025,221000.0
Bangalore,749000.0,43,1,1,9,2.3,12.9716,77.5946,66000.0
Kolkata,4965000.0,49,5,3,6,4.1,22.5726,88.3639,282000.0
Bangalore,2158000.0,30,4,3,1,1.4,12.9716,77.5946,212000.0
Mumbai,4599000.0,31,3,1,8,1.9,19.076,72.8777,199000.0
Kolkata,512000.0,41,3,1,1,3.4,22.5726,88.3639,47000.0
Kolkata,4870000.0,38,2,1,1,3.8,22.5726,88.3639,422000.0
Mumbai,228000.0,33,2,1,1,3.7,19.076,72.8777,12000.0
Ahmedabad,3586000.0,34,4,3,1,5.0,23.0225,72.5714,255000.0
Chennai,3212000.0,4,4,1,8,1.6,13.0827,80.2707,205000.0
Lucknow,2273000.0,10,1,1,5,1.8,26.8467,80.9462,219000.0
Jaipur,4313000.0,42,4,3,6,4.5,26.9124,75.7873,385000.0
Jaipur,3613000.0,38,3,1,3,1.7,26.9124,75.7873,274000.0
Bangalore,291000.0,5,5,3,4,3.3,12.9716,77.5946,19000.0
Mumbai,3284000.0,38,1,1,1,3.9,19.076,72.8777,190000.0
Ahmedabad,1226000.0,45,4,1,2,5.0,23.0225,72.5714,67000.0
Mumbai,1189000.0,9,3,1,4,2.9,19.076,72.8777,104000.0
Hyderabad,4460000.0,29,3,2,4,3.7,17.385,78.4867,289000.0
Lucknow,3206000.0,25,2,1,8,4.7,26.8467,80.9462,103000.0
Pune,3331000.0,2,5,3,2,3.3,18.5204,73.8567,248000.0
Mumbai,582000.0,14,1,1,1,1.5,19.076,72.8777,26000.0
Hyderabad,2886000.0,47,5,1,2,1.5,17.385,78.4867,121000.0
Lucknow,1441000.0,13,4,1,3,2.7,26.8467,80.9462,90000.0
Lucknow,228000.0,20,5,4,1,3.0,26.8467,80.9462,10000.0
Ahmedabad,870000.0,14,3,1,2,3.6,23.0225,72.5714,49000.0
Kolkata,1752000.0,4,2,1,3,3.8,22.5726,88.3639,140000.0
Delhi,2860000.0,43,5,2,3,2.8,28.7041,77.1025,284000.0
Ahmedabad,4981000.0,26,3,2,3,4.3,23.0225,72.5714,155000.0
Delhi,2740000.0,8,2,1,9,1.4,28.7041,77.1025,246000.0
Lucknow,635000.0,19,3,2,4,4.8,26.8467,80.9462,27000.0
Lucknow,4650000.0,41,2,1,3,3.2,26.8467,80.9462,312000.0
Kolkata,3962000.0,8,5,2,4,2.8,22.5726,88.3639,253000.0
Kolkata,4746000.0,49,2,1,2,1.4,22.5726,88.3639,275000.0
Lucknow,3015000.0,1,3,2,2,3.1,26.8467,80.9462,233000.0
Jaipur,3373000.0,47,1,1,1,4.1,26.9124,75.7873,334000.0
Kolkata,4524000.0,42,3,1,5,4.3,22.5726,88.3639,252000.0
Jaipur,2218000.0,2,1,1,5,4.6,26.9124,75.7873,140000.0
Chennai,4638000.0,31,1,1,6,2.5,13.0827,80.2707,370000.0
Pune,677000.0,5,1,1,8,3.7,18.5204,73.8567,37000.0
Bangalore,2469000.0,41,2,1,2,2.1,12.9716,77.5946,169000.0
Bangalore,1314000.0,22,3,2,1,2.2,12.9716,77.5946,81000.0
Kolkata,4895000.0,9,2,1,5,2.4,22.5726,88.3639,395000.0
Delhi,3042000.0,25,4,1,8,1.7,28.7041,77.1025,286000.0
Mumbai,2366000.0,32,3,1,5,4.8,19.076,72.8777,186000.0
Hyderabad,2962000.0,16,5,4,5,3.8,17.385,78.4867,102000.0
Pune,3033000.0,22,2,1,4,5.0,18.5204,73.8567,132000.0
Kolkata,935000.0,1,4,3,6,2.7,22.5726,88.3639,82000.0
Pune,376000.0,21,4,1,9,2.5,18.5204,73.8567,29000.0
Ahmedabad,3954000.0,32,2,1,4,4.3,23.0225,72.5714,320000.0
Delhi,1299000.0,41,3,1,3,2.4,28.7041,77.1025,99000.0
Hyderabad,2741000.0,36,3,1,4,4.9,17.385,78.4867,152000.0
Jaipur,1446000.0,46,2,1,4,1.5,26.9124,75.7873,61000.0
Jaipur,2278000.0,20,1,1,8,2.0,26.9124,75.7873,133000.0
Delhi,801000.0,41,4,2,2,2.8,28.7041,77.1025,35000.0
Lucknow,1537000.0,20,1,1,6,1.5,26.8467,80.9462,82000.0
Mumbai,1066000.0,22,3,2,3,3.5,19.076,72.8777,73000.0
Ahmedabad,2859000.0,23,4,1,7,2.5,23.0225,72.5714,223000.0
Jaipur,3699000.0,9,1,1,1,3.3,26.9124,75.7873,122000.0
Hyderabad,2418000.0,24,5,2,6,3.0,17.385,78.4867,214000.0
Lucknow,3411000.0,45,4,2,2,2.1,26.8467,80.9462,319000.0
Pune,4905000.0,12,4,1,6,1.2,18.5204,73.8567,478000.0
Jaipur,3233000.0,3,2,1,1,3.9,26.9124,75.7873,238000.0
Chennai,4428000.0,38,4,3,7,1.6,13.0827,80.2707,298000.0
Chennai,2172000.0,9,1,1,1,2.9,13.0827,80.2707,110000.0
Mumbai,690000.0,23,1,1,5,4.8,19.076,72.8777,52000.0
Delhi,4396000.0,47,1,1,3,1.6,28.7041,77.1025,253000.0
Pune,4083000.0,28,1,1,6,2.1,18.5204,73.8567,282000.0
Jaipur,1629000.0,21,1,1,1,4.9,26.9124,75.7873,114000.0
Hyderabad,3225000.0,46,2,1,4,1.2,17.385,78.4867,228000.0
Delhi,1158000.0,23,2,1,9,3.8,28.7041,77.1025,74000.0
Jaipur,4697000.0,18,1,1,2,3.3,26.9124,75.7873,285000.0
Delhi,3582000.0,23,3,2,7,1.2,28.7041,77.1025,294000.0
Delhi,2000000.0,9,5,3,3,3.4,28.7041,77.1025,129000.0
Kolkata,213000.0,21,1,1,6,4.5,22.5726,88.3639,15000.0
Delhi,4959000.0,44,4,2,6,2.3,28.7041,77.1025,298000.0
Ahmedabad,1859000.0,45,4,1,6,4.7,23.0225,72.5714,79000.0
Bangalore,4126000.0,33,5,1,6,1.7,12.9716,77.5946,206000.0
Hyderabad,3509000.0,25,2,1,7,2.6,17.385,78.4867,173000.0
Hyderabad,1118000.0,1,4,3,2,3.4,17.385,78.4867,48000.0
Chennai,3567000.0,39,1,1,7,3.1,13.0827,80.2707,271000.0
Bangalore,4937000.0,4,5,2,2,4.8,12.9716,77.5946,467000.0
Kolkata,4054000.0,1,5,1,9,4.3,22.5726,88.3639,154000.0
Ahmedabad,322000.0,4,2,1,2,4.2,23.0225,72.5714,27000.0
Ahmedabad,1792000.0,19,3,1,7,2.2,23.0225,72.5714,91000.0
Lucknow,2238000.0,31,5,2,3,1.6,26.8467,80.9462,122000.0
Chennai,2559000.0,43,3,2,1,4.2,13.0827,80.2707,237000.0
Ahmedabad,1170000.0,11,2,1,1,4.9,23.0225,72.5714,83000.0
Jaipur,4990000.0,40,1,1,2,1.7,26.9124,75.7873,185000.0
Pune,4725000.0,30,4,1,6,2.9,18.5204,73.8567,288000.0
Pune,4829000.0,16,5,4,9,1.5,18.5204,73.8567,263000.0
Kolkata,2734000.0,15,4,2,9,2.7,22.5726,88.3639,137000.0
Mumbai,2137000.0,42,5,2,2,2.5,19.076,72.8777,183000.0
Chennai,530000.0,34,2,1,1,3.8,13.0827,80.2707,22000.0
Delhi,1380000.0,25,4,2,6,1.1,28.7041,77.1025,71000.0
Mumbai,2786000.0,37,2,1,2,1.8,19.076,72.8777,233000.0
Pune,1777000.0,18,1,1,3,2.3,18.5204,73.8567,114000.0
Chennai,610000.0,2,3,2,9,2.9,13.0827,80.2707,47000.0
Jaipur,4969000.0,32,5,1,8,3.5,26.9124,75.7873,320000.0
Ahmedabad,1358000.0,17,1,1,4,2.6,23.0225,72.5714,53000.0
Ahmedabad,4875000.0,37,5,2,8,2.9,23.0225,72.5714,388000.0
Delhi,4786000.0,28,1,1,1,1.0,28.7041,77.1025,275000.0
Lucknow,2433000.0,1,1,1,6,4.6,26.8467,80.9462,129000.0
Kolkata,1174000.0,10,3,1,8,2.5,22.5726,88.3639,96000.0
Chennai,684000.0,12,2,1,2,1.2,13.0827,80.2707,30000.0
Bangalore,3960000.0,6,1,1,5,4.1,12.9716,77.5946,228000.0
Delhi,2883000.0,44,5,1,3,3.8,28.7041,77.1025,95000.0
Delhi,2923000.0,39,5,3,3,1.7,28.7041,77.1025,95000.0
Chennai,1379000.0,35,4,2,1,2.9,13.0827,80.2707,89000.0
Ahmedabad,509000.0,30,2,1,9,2.0,23.0225,72.5714,31000.0
Jaipur,411000.0,22,2,1,4,4.3,26.9124,75.7873,16000.0
Mumbai,4168000.0,16,5,1,9,3.6,19.076,72.8777,158000.0
Mumbai,4981000.0,46,4,1,2,3.2,19.076,72.8777,236000.0
Kolkata,381000.0,16,5,4,5,1.3,22.5726,88.3639,26000.0
Lucknow,1262000.0,28,3,1,4,2.0,26.8467,80.9462,119000.0
Kolkata,1103000.0,45,1,1,2,3.3,22.5726,88.3639,88000.0
Pune,4438000.0,27,4,1,7,2.7,18.5204,73.8567,285000.0
Pune,4193000.0,2,4,2,2,4.9,18.5204,73.8567,316000.0
Mumbai,660000.0,26,2,1,2,2.8,19.076,72.8777,50000.0
Chennai,2571000.0,45,4,2,6,1.3,13.0827,80.2707,88000.0
Chennai,2802000.0,44,5,2,1,1.1,13.0827,80.2707,86000.0
Chennai,2660000.0,18,1,1,4,1.7,13.0827,80.2707,137000.0
Pune,2653000.0,21,5,4,2,2.8,18.5204,73.8567,191000.0
Pune,2715000.0,11,3,1,8,3.2,18.5204,73.8567,154000.0
Delhi,1175000.0,28,3,1,6,1.3,28.7041,77.1025,43000.0
Chennai,4427000.0,19,3,2,8,1.2,13.0827,80.2707,306000.0
Lucknow,3853000.0,44,1,1,6,1.8,26.8467,80.9462,333000.0
Pune,3038000.0,42,4,3,7,2.5,18.5204,73.8567,198000.0
Mumbai,1475000.0,40,1,1,7,2.1,19.076,72.8777,46000.0
Chennai,2882000.0,6,5,2,9,4.1,13.0827,80.2707,109000.0
Kolkata,1179000.0,28,2,1,1,3.4,22.5726,88.3639,105000.0
Delhi,1295000.0,17,5,3,8,1.5,28.7041,77.1025,96000.0
Delhi,4011000.0,22,4,3,6,3.6,28.7041,77.1025,264000.0
Kolkata,3555000.0,10,5,1,5,1.8,22.5726,88.3639,220000.0
Mumbai,464000.0,15,5,2,7,4.0,19.076,72.8777,20000.0
Kolkata,2682000.0,43,1,1,9,2.7,22.5726,88.3639,81000.0
Jaipur,1710000.0,18,5,2,4,1.4,26.9124,75.7873,112000.0
Delhi,1864000.0,7,4,3,6,5.0,28.7041,77.1025,68000.0
Mumbai,4352000.0,35,1,1,7,3.6,19.076,72.8777,251000.0
Jaipur,3328000.0,5,1,1,5,4.9,26.9124,75.7873,265000.0
Kolkata,3548000.0,27,4,3,3,2.0,22.5726,88.3639,312000.0
Jaipur,471000.0,44,1,1,2,1.2,26.9124,75.7873,40000.0
Chennai,4826000.0,13,4,3,8,4.7,13.0827,80.2707,324000.0
Delhi,4373000.0,27,1,1,5,1.6,28.7041,77.1025,391000.0
Ahmedabad,4040000.0,43,3,1,6,1.6,23.0225,72.5714,156000.0
Mumbai,4451000.0,2,5,4,1,2.3,19.076,72.8777,223000.0
Mumbai,3141000.0,32,2,1,1,4.2,19.076,72.8777,97000.0
Jaipur,3089000.0,27,1,1,4,2.9,26.9124,75.7873,142000.0
Bangalore,1579000.0,28,5,1,9,3.3,12.9716,77.5946,123000.0
Delhi,1456000.0,30,5,4,4,2.7,28.7041,77.1025,127000.0
Jaipur,4121000.0,3,3,1,6,3.1,26.9124,75.7873,188000.0
Chennai,4135000.0,48,3,2,7,4.0,13.0827,80.2707,236000.0
Ahmedabad,2624000.0,45,3,1,1,2.1,23.0225,72.5714,90000.0
Pune,2601000.0,30,3,2,4,3.5,18.5204,73.8567,210000.0
Jaipur,4953000.0,10,1,1,8,1.7,26.9124,75.7873,483000.0
Ahmedabad,298000.0,44,5,2,9,1.6,23.0225,72.5714,24000.0
Chennai,705000.0,45,4,1,3,4.8,13.0827,80.2707,39000.0
Delhi,1891000.0,10,1,1,6,2.0,28.7041,77.1025,143000.0
Bangalore,3997000.0,44,3,1,5,2.9,12.9716,77.5946,335000.0
Jaipur,1028000.0,17,3,2,9,3.5,26.9124,75.7873,33000.0
Kolkata,3338000.0,38,4,2,9,1.0,22.5726,88.3639,230000.0
Hyderabad,4032000.0,10,3,1,6,2.3,17.385,78.4867,282000.0
Chennai,4798000.0,24,5,4,6,4.9,13.0827,80.2707,315000.0
Ahmedabad,1020000.0,34,2,1,6,1.2,23.0225,72.5714,56000.0
Jaipur,2275000.0,27,2,1,7,4.0,26.9124,75.7873,109000.0
Hyderabad,4515000.0,5,2,1,5,2.1,17.385,78.4867,445000.0
Lucknow,1058000.0,44,4,1,2,1.2,26.8467,80.9462,60000.0
Hyderabad,4766000.0,34,1,1,5,3.8,17.385,78.4867,345000.0
Bangalore,2899000.0,1,2,1,8,3.4,12.9716,77.5946,114000.0
Jaipur,4884000.0,24,1,1,6,3.4,26.9124,75.7873,363000.0
Pune,583000.0,2,3,2,9,4.7,18.5204,73.8567,54000.0
Mumbai,3050000.0,4,2,1,7,4.4,19.076,72.8777,288000.0
Lucknow,4792000.0,16,5,2,1,2.8,26.8467,80.9462,230000.0
Chennai,2498000.0,26,5,2,2,2.1,13.0827,80.2707,247000.0
Mumbai,1859000.0,48,5,3,7,1.2,19.076,72.8777,157000.0
Kolkata,3976000.0,49,1,1,1,4.1,22.5726,88.3639,392000.0
Ahmedabad,4679000.0,41,3,2,6,4.7,23.0225,72.5714,355000.0
Chennai,3219000.0,9,4,3,2,3.0,13.0827,80.2707,170000.0
Jaipur,3324000.0,32,1,1,5,1.5,26.9124,75.7873,117000.0
Lucknow,3227000.0,47,3,1,8,4.4,26.8467,80.9462,125000.0
Lucknow,375000.0,29,1,1,9,4.5,26.8467,80.9462,27000.0
Kolkata,2628000.0,18,4,2,3,4.1,22.5726,88.3639,104000.0
Lucknow,591000.0,39,3,2,7,2.4,26.8467,80.9462,53000.0
Mumbai,2566000.0,12,4,2,5,1.8,19.076,72.8777,248000.0
Hyderabad,4390000.0,34,3,1,6,4.9,17.385,78.4867,399000.0
Bangalore,215000.0,27,1,1,4,1.6,12.9716,77.5946,18000.0
Kolkata,2861000.0,39,4,2,5,1.8,22.5726,88.3639,110000.0
Lucknow,2911000.0,42,1,1,2,3.9,26.8467,80.9462,200000.0
Jaipur,3713000.0,5,4,1,8,3.6,26.9124,75.7873,238000.0
Jaipur,3266000.0,45,2,1,2,2.1,26.9124,75.7873,131000.0
Kolkata,2102000.0,41,4,3,7,3.5,22.5726,88.3639,68000.0
Chennai,2249000.0,4,5,3,7,3.0,13.0827,80.2707,169000.0
Bangalore,4479000.0,48,2,1,6,4.2,12.9716,77.5946,246000.0
Hyderabad,4214000.0,3,4,2,6,4.6,17.385,78.4867,360000.0
Lucknow,3584000.0,9,1,1,6,4.2,26.8467,80.9462,285000.0
Lucknow,4432000.0,48,1,1,8,1.9,26.8467,80.9462,322000.0
Delhi,3974000.0,32,5,3,2,2.2,28.7041,77.1025,188000.0
Lucknow,3294000.0,35,1,1,3,3.0,26.8467,80.9462,160000.0
Jaipur,414000.0,48,2,1,6,1.7,26.9124,75.7873,18000.0
Delhi,2117000.0,44,2,1,8,4.5,28.7041,77.1025,76000.0
Lucknow,4256000.0,41,4,1,7,4.3,26.8467,80.9462,167000.0
Mumbai,508000.0,47,3,2,7,4.1,19.076,72.8777,30000.0
Kolkata,786000.0,34,3,2,4,4.1,22.5726,88.3639,55000.0
Lucknow,483000.0,47,1,1,6,4.5,26.8467,80.9462,38000.0
Mumbai,2657000.0,10,5,3,2,4.3,19.076,72.8777,152000.0
Bangalore,3589000.0,42,2,1,3,4.2,12.9716,77.5946,335000.0
Kolkata,3478000.0,34,5,4,8,2.8,22.5726,88.3639,123000.0
Chennai,3364000.0,42,2,1,5,5.0,13.0827,80.2707,299000.0
Chennai,2988000.0,14,3,1,1,4.3,13.0827,80.2707,283000.0
